@relation pecans

@ATTRIBUTE Site numeric 
@ATTRIBUTE lat numeric 
@ATTRIBUTE long numeric 
@ATTRIBUTE ELEV numeric 
@ATTRIBUTE COKLM numeric 
@ATTRIBUTE MWM numeric 
@ATTRIBUTE MCM numeric 
@ATTRIBUTE RHIGH numeric 
@ATTRIBUTE RLOW numeric 
@ATTRIBUTE RRCORR numeric 
@ATTRIBUTE CMAT numeric 
@ATTRIBUTE CRR numeric 
@ATTRIBUTE RRCORR2 numeric 
@ATTRIBUTE SEASON numeric 
@ATTRIBUTE RRCORR3 numeric 
@ATTRIBUTE ET numeric 
@ATTRIBUTE BT numeric 
@ATTRIBUTE PET numeric 
@ATTRIBUTE AE numeric 
@ATTRIBUTE RUNOFF numeric 
@ATTRIBUTE BIO5 numeric 
@ATTRIBUTE BAR5 numeric 
@ATTRIBUTE NAGP numeric 
@ATTRIBUTE TEMP numeric 
@ATTRIBUTE WATD numeric 
@ATTRIBUTE MI numeric 
@ATTRIBUTE HIRX numeric 
@ATTRIBUTE SNOWAC numeric 
@ATTRIBUTE RRANGE numeric 
@ATTRIBUTE TRANGE numeric 
@ATTRIBUTE REVEN numeric 
@ATTRIBUTE MRAIN numeric 
@ATTRIBUTE MTEMP numeric 
@ATTRIBUTE SDTEMP numeric 
@ATTRIBUTE SDRAIN numeric 
@ATTRIBUTE CVTEMP numeric 
@ATTRIBUTE CVRAIN numeric 
@ATTRIBUTE WSTORAGE numeric 
@ATTRIBUTE PTOAE numeric 
@ATTRIBUTE PTOWATD numeric 
@ATTRIBUTE PTORUN numeric 
@ATTRIBUTE PTOWATR numeric 
@ATTRIBUTE PGROW numeric 
@ATTRIBUTE GROWC numeric 
@ATTRIBUTE WLTGRC numeric 
@ATTRIBUTE WATDGRC numeric 
@ATTRIBUTE RUNGRC numeric 
@ATTRIBUTE WATRGRC numeric 
@ATTRIBUTE WRET numeric 
@ATTRIBUTE PERWLTG numeric 
@ATTRIBUTE PERWDEF numeric 
@ATTRIBUTE PERWRET numeric 
@ATTRIBUTE DEFPER numeric 
@ATTRIBUTE AVWAT numeric 
@ATTRIBUTE CLIM numeric 
@ATTRIBUTE CLASS {W,D} 
@ATTRIBUTE MEDSTAB numeric 
@ATTRIBUTE SUCSTAB numeric 
@ATTRIBUTE SUCSTAB2 numeric 
@ATTRIBUTE WACCESS numeric 
@ATTRIBUTE LLAT numeric 
@ATTRIBUTE LBIO5 numeric 
@ATTRIBUTE LNAGP numeric 
@ATTRIBUTE LMEANELV numeric 
@ATTRIBUTE LET numeric 
@ATTRIBUTE LPET numeric 
@ATTRIBUTE LAE numeric 
@ATTRIBUTE LBT numeric 
@ATTRIBUTE LTRANGE numeric 
@ATTRIBUTE LCMAT numeric 
@ATTRIBUTE LMCM numeric 
@ATTRIBUTE LMWM numeric 
@ATTRIBUTE LMTEMP numeric 
@ATTRIBUTE LCVTEMP numeric 
@ATTRIBUTE LCRR numeric 
@ATTRIBUTE LREVEN numeric 
@ATTRIBUTE LRRCORR2 numeric 
@ATTRIBUTE LRRCORR3 numeric 
@ATTRIBUTE LRRANGE numeric 
@ATTRIBUTE LDEFPER numeric 
@ATTRIBUTE LPERWDEF numeric 
@ATTRIBUTE LPTOAE numeric 
@ATTRIBUTE LRUNOFF numeric 
@ATTRIBUTE LRHIGH numeric 
@ATTRIBUTE LRLOW numeric 
@ATTRIBUTE LCOKLM numeric 
@ATTRIBUTE LPERWLTG numeric 
@ATTRIBUTE LSNOWAC numeric 
@ATTRIBUTE LWACCESS numeric 
@ATTRIBUTE LPTORUN numeric 
@ATTRIBUTE LRUNGRC numeric 
@ATTRIBUTE LWRET numeric 
@ATTRIBUTE LWLTGRC numeric 
@ATTRIBUTE LBAR5 numeric 
@ATTRIBUTE LMRAIN numeric 
@ATTRIBUTE LWATD numeric 
@ATTRIBUTE LCVRAIN numeric 
@ATTRIBUTE LPTOWATD numeric 
@ATTRIBUTE LPTOWATR numeric 
@ATTRIBUTE LWATRGRC numeric 
@ATTRIBUTE LHIRX numeric 
@ATTRIBUTE LSSTAB2 numeric 
@ATTRIBUTE EXPREY numeric 
@ATTRIBUTE LEXPREY numeric 
@ATTRIBUTE Pecan {0,1}

@data
280,35.33,-112.88,5250,410.67,23.06,2.83,51.31,7.62,1,12.205,325.64,5.5,2,5.5,13.701,12.205,706.774,292.5384,97.9299,3963.2082,14.5943,271.5586,54.9847,414.2357,-53.9259,2.1704,0,43.69,20.23,1.8908,14.8509,70.2762,7.4793,12.9931,61.2807,47.8801,68.95,2.416,1.7062,7.2171,46.8112,15,7,4,6,1,1,15.0984,0.5714,0.8571,0.1429,85.7143,2,3,D,0.0384,14.9859,14.9859,0.2617,1.5483,3.598,2.4339,3.7202,1.1368,2.8493,2.4662,1.0865,1.306,1.674,1.7229,1.3629,1.8708,3.4859,2.5127,0.2766,-3,1.0607,1.6404,1.9331,-0.0619,0.3849,1.991,1.7102,0.882,2.6135,-0.2355,-2,-0.566,0.859,0.0043,1.1792,0.6031,1.1642,1.1718,2.6173,1.6802,0.2346,1.6704,0.0043,0.3365,1.176,247.6545,2.3938,0
281,34.27,-110,6411,467.85,22.89,1.72,83.82,11.68,1,11.9083,460.5,5.5,2,5.5,13.5351,11.9083,698.7597,428.1651,153.9982,7494.6113,14.6647,511.0633,53.6786,270.5946,-34.0975,1.5174,0,72.14,21.17,2.1842,13.9346,68.8172,7.7893,19.1762,65.4106,49.9706,143.03,1.632,2.5823,4.5375,18.092,19,7,1,5,2,1,38.6226,0.1429,0.7143,0.1429,71.4286,3,3,D,0.0386,3.5518,3.5518,0.5117,1.535,3.8747,2.7085,3.8069,1.1315,2.8443,2.6316,1.0758,1.3257,1.6712,1.7137,1.3596,1.8622,3.4865,2.6632,0.3393,-3,1.0607,1.8582,1.8539,-0.1401,0.2154,2.1875,1.9233,1.0674,2.6701,-0.8157,-2,-0.2826,0.6578,0.3032,1.587,0.0043,1.1663,1.1441,2.4323,1.6987,0.4137,1.2577,0.0043,0.1811,0.5517,797.8604,2.9019,0
282,31.55,-110.28,4600,268.67,26.17,8.72,97.79,6.6,1,17.3608,356.1,5.5,2,4.5,15.0829,17.3608,902.6914,366.6026,41.8832,2857.9986,7.236,394.9704,57.5164,536.0888,-60.5513,2.5349,0,91.19,17.45,3.2954,6.7492,75.4812,6.5855,28.7051,37.9334,96.7315,68.95,2.4623,1.6838,21.5526,147.5589,10,12,4,8,4,4,6.1175,0.3333,0.6667,0.3333,66.6667,2,4,D,0.0832,17.6565,17.6565,0.6867,1.4991,3.4561,2.5966,3.6628,1.1785,2.9555,2.5642,1.2396,1.2418,1.719,1.7688,1.4178,1.9003,3.4826,2.5516,0.5179,-3,1.0212,1.9599,1.824,-0.1696,0.3931,1.6221,1.9903,0.8195,2.4292,-0.4643,-2,-0.157,1.3337,0.6031,0.7873,0.6031,0.8595,0.8292,2.7292,1.9856,0.2289,2.169,0.6031,0.404,1.2472,507.9819,2.7058,0
283,34.5,-110.08,5642,479.48,22.83,1.17,61.98,8.38,1,11.5458,322.59,5.5,2,5.5,13.4605,11.5458,687.006,347.3048,50.2799,4441.0429,12.3,361.0604,53.0033,339.7012,-53.0441,2.1297,0,53.6,21.66,2.3056,13.5205,68.0672,7.8784,15.6756,68.2359,58.3117,143.03,1.9781,2.0224,13.6636,34.7374,16,7,2,6,1,1,19.7771,0.2857,0.8571,0.1429,85.7143,3,3,D,0.0488,8.8603,8.8603,0.4283,1.5379,3.6475,2.5576,3.7514,1.1291,2.837,2.5407,1.0624,1.3357,1.6679,1.709,1.3585,1.8577,3.4869,2.5087,0.3628,-3,1.0607,1.7292,1.9331,-0.0619,0.2984,1.7015,1.7923,0.9232,2.6808,-0.5291,-2,-0.3582,1.1359,0.0043,1.2964,0.3032,1.0899,1.131,2.5311,1.7658,0.308,1.5409,0.0043,0.3283,0.9479,764.7347,2.8835,0
284,33.38,-112.07,1155,267.04,31.22,11.39,31.75,2.29,-4,20.9908,227.33,0.5,1,4.5,16.0999,20.9908,1139.7658,243.0425,47.8506,1259.4702,6.3089,199.6331,51.2579,896.7232,-80.0547,5.0137,0,29.46,19.83,1.676,7.2126,73.9832,7.3841,9.0545,35.1777,47.7958,68.95,4.6896,1.271,23.8193,162.5659,9,12,7,8,4,4,7.0111,0.5833,0.6667,0.3333,66.6667,2,4,D,0.8225,22.41,22.41,0.4367,1.5236,3.1002,2.3002,3.0626,1.2068,3.0568,2.3857,1.322,1.2973,1.7481,1.7881,1.4944,1.892,3.4822,2.3567,0.2243,-3,1.0212,1.4692,1.824,-0.1696,0.6721,1.68,1.5017,0.3598,2.4266,-0.2267,-2,-0.35,1.3771,0.6031,0.8464,0.8457,0.8,0.8581,2.9527,1.6794,0.1076,2.2111,0.6031,0.7002,1.3506,225.2903,2.3527,0
285,34.13,-109.28,7060,497.19,19.11,0.17,78.99,6.86,1,9.0367,304.55,5.5,2,5.5,12.7053,9.0367,591.9606,375.2644,90.1584,4675.1673,11.3867,410.5821,54.9755,216.6962,-48.5523,1.9437,23.3894,72.13,18.94,3.1124,8.6846,70.457,7.0254,23.3301,77.7435,91.9262,143.03,1.5774,2.7318,6.5658,28.1543,15,6,1,5,1,0,21.0256,0.1667,0.8333,0,83.3333,4,3,D,0.0608,6.3977,6.3977,0.4267,1.5333,3.6698,2.6134,3.8488,1.104,2.7723,2.5743,0.956,1.2774,1.6438,1.7004,1.2813,1.8719,3.4882,2.4837,0.4931,-3,1.0607,1.8581,1.9209,-0.074,0.2007,1.9551,1.8976,0.8363,2.6965,-0.7528,1.3692,-0.3598,0.8179,0.0043,1.323,0.0043,1.0564,0.9388,2.3359,1.9634,0.438,1.4497,-2,0.2886,0.8067,384.4735,2.5849,0
286,33.55,-111.53,1422,313.39,31.56,10.94,48.01,3.81,-4,20.6158,347.98,0.5,1,4.5,16.0266,20.6158,1121.9974,320.156,78.6558,2749.8916,8.718,315.4281,50.5271,801.8414,-68.9857,3.2243,0,44.2,20.62,1.6556,7.9358,73.0669,7.8251,14.167,37.9565,48.8546,68.95,3.5045,1.3993,14.2646,62.8475,13,12,5,6,6,5,17.8527,0.4167,0.5,0.4167,50,2,4,D,0.6432,12.6646,12.6646,0.6033,1.5258,3.4393,2.4989,3.1529,1.2048,3.05,2.5054,1.3142,1.3143,1.7452,1.7849,1.4991,1.8869,3.4826,2.5416,0.219,-3,1.0212,1.6454,1.6991,-0.2924,0.5459,1.8958,1.6813,0.5809,2.4961,-0.3699,-2,-0.2123,1.1546,0.7789,1.2519,0.6998,0.9404,0.8996,2.9041,1.6889,0.149,1.7984,0.6998,0.5084,1.1029,312.2987,2.4946,0
287,35.37,-111.55,6980,472.07,18.78,-2.5,71.12,12.45,1,7.4167,433.34,5.5,2,5.5,12.3989,7.87,548.4279,368.6909,165.0726,8032.3827,20.1458,398.7123,51.1373,179.737,-20.9851,1.2656,99.57,58.67,21.28,1.9694,17.5056,66.6353,7.8646,17.1171,106.0394,47.4004,143.03,1.4875,3.0513,3.3223,11.272,20,5,1,4,1,1,48.654,0.2,0.8,0.2,80,4,2,D,0.029,3.8785,3.8785,0.3417,1.5488,3.9048,2.6007,3.8439,1.0934,2.7391,2.5667,0.896,1.328,1.6275,1.6767,1.2737,1.849,3.4922,2.6368,0.2943,-3,1.0607,1.7684,1.9031,-0.0915,0.1754,2.2177,1.852,1.0952,2.674,-0.6778,1.9982,-0.4539,0.5227,0.0043,1.6872,0.0043,1.3042,1.2432,2.2547,1.6758,0.4859,1.0524,0.0043,0.1023,0.5898,611.326,2.7863,0
288,33.3,-111.1,2860,322.09,30.44,11.11,71.63,7.62,1,20.4767,514.1,5.5,2,4.5,15.9832,20.4767,1108.958,410.1668,119.7772,5087.8497,10.691,475.8986,52.3243,698.7912,-53.6412,2.1571,0,64.01,19.33,1.672,10.638,74.377,7.3971,20.341,36.1245,47.4794,68.95,2.7037,1.587,9.2585,51.2242,16,12,4,6,6,5,21.6491,0.3333,0.5,0.4167,50,2,4,D,0.0335,8.3724,8.3724,0.6867,1.5226,3.7065,2.6775,3.4564,1.2037,3.0449,2.613,1.3113,1.2862,1.7441,1.7861,1.4834,1.8942,3.4823,2.711,0.2232,-3,1.0212,1.8062,1.6991,-0.2924,0.4336,2.0784,1.8551,0.882,2.508,-0.4643,-2,-0.157,0.967,0.7789,1.3356,0.6031,1.029,1.0269,2.8444,1.6765,0.2033,1.7096,0.6998,0.3339,0.9234,355.9344,2.5514,0
289,32.72,-113.92,324,129.76,33.39,10.89,19.56,0.25,1,21.8842,110.48,5.5,2,4.5,16.1351,21.8842,1199.1438,151.2355,18.9664,239.2868,2.6345,90.8291,47.8658,1047.9083,-90.7868,10.8539,0,19.31,22.5,2.1245,1.2781,71.2974,8.2981,5.1531,37.9182,55.9718,68.95,7.929,1.1443,63.2246,441.2023,3,12,8,8,4,3,2.7179,0.6667,0.6667,0.25,66.6667,1,4,D,0.1081,46.7752,23.3046,0.3533,1.5149,2.3789,1.9582,2.5106,1.2078,3.0789,2.1797,1.3401,1.3522,1.755,1.7845,1.5236,1.8768,3.4826,2.0433,0.3273,-3,1.0212,1.2858,1.824,-0.1696,0.8998,1.2782,1.2914,-0.6021,2.1132,-0.1696,-2,-0.4397,1.801,0.6031,0.4358,0.9036,0.4207,0.1066,3.0203,1.748,0.0623,2.6446,0.4786,1.0356,1.3676,63.6576,1.8039,0
290,36.92,-109.08,5290,749.58,25.78,-0.33,28.45,6.1,1,12.6442,205.24,5.5,2,5.5,13.701,12.6717,761.8903,260.2093,83.9568,1923.6511,8.6038,223.5815,48.2467,501.681,-73.0617,3.7122,32.6832,22.35,26.11,1.6634,21.4411,63.111,9.4543,6.5097,74.7724,38.061,143.03,2.928,1.5187,9.0748,32.5541,12,7,4,6,1,1,23.4038,0.5714,0.8571,0.1429,85.7143,2,3,D,0.0386,16.6064,16.6064,0.2617,1.5674,3.2841,2.3494,3.7235,1.1368,2.8819,2.4153,1.1028,1.4168,1.678,1.6961,1.4113,1.8268,3.4878,2.3123,0.221,-3,1.0607,1.3493,1.9331,-0.0619,0.4681,1.9241,1.4541,0.7853,2.8748,-0.2355,1.5145,-0.566,0.9583,0.0043,1.3695,0.6031,0.9347,1.3312,2.7004,1.5805,0.1843,1.5127,0.0043,0.5696,1.2205,412.7544,2.6157,0
291,33.42,-111.93,1170,278.18,32.17,12.17,30.48,1.78,1,21.7558,237.74,5.5,2,4.5,16.3343,21.7558,1185.6204,237.74,22.4457,1276.7761,6.6341,192.4552,50.1566,947.8804,-79.948,4.987,0,28.7,20,1.5385,5.8399,74.0832,7.5118,9.7777,34.5277,49.3533,68.95,4.987,1.2508,52.8217,199.1401,9,12,7,9,3,4,5.9537,0.5833,0.75,0.3333,75,2,4,D,0.0432,20.7062,20.7062,0.4367,1.5241,3.1061,2.2843,3.0682,1.2131,3.0739,2.3761,1.3376,1.301,1.754,1.7936,1.5075,1.8926,3.4821,2.3761,0.1871,-3,1.0212,1.4579,1.8751,-0.1192,0.6987,1.3513,1.484,0.2504,2.4443,-0.2267,-2,-0.35,1.7229,0.4786,0.7755,0.8457,0.8218,0.7664,2.9768,1.6933,0.1007,2.2992,0.6031,0.6978,1.3163,158.556,2.2002,0
292,36.03,-114.33,1280,421.9,34.56,8.44,18.29,1.02,7,20.93,105.41,11.5,4,4.5,15.7585,20.93,1172.8246,105.5553,17.3411,444.6276,8.8924,50.0008,45.1892,1067.2693,-91.0123,11.1263,0,17.27,26.12,2.0822,5.5768,67.1694,9.6699,5.8555,46.2012,66.6593,68.95,11.111,1.0989,67.6327,294.8796,8,12,8,9,3,4,3.9773,0.6667,0.75,0.3333,75,1,4,D,5.0333,44.7661,12.7764,0.3533,1.5568,2.648,1.699,3.1072,1.1975,3.0692,2.0235,1.3208,1.417,1.7476,1.7667,1.5386,1.8523,3.4838,2.0229,0.3185,-3,1.0212,1.2373,1.8751,-0.1192,1.0461,1.2393,1.2622,0.0086,2.6252,-0.1696,-2,-0.4397,1.8302,0.4786,0.6007,0.9036,0.949,0.7464,3.0283,1.8239,0.0449,2.4697,0.6031,1.0464,1.1067,24.6929,1.3926,0
293,31.7,-110.05,4610,312.44,26.61,8.78,77.98,6.1,1,17.6867,358.16,5.5,2,4.5,15.1444,17.6867,926.4953,369.6782,47.1845,3180.5013,7.9416,400.4862,56.8471,556.8171,-61.3425,2.5868,0,71.88,17.83,2.6127,7.8225,75.1012,6.7966,23.1222,38.428,77.47,68.95,2.5062,1.6639,19.6356,120.9587,12,12,4,8,4,4,7.6596,0.3333,0.6667,0.3333,66.6667,2,4,D,0.0674,14.0725,14.0725,0.6867,1.5012,3.5025,2.6026,3.6637,1.1803,2.9668,2.5678,1.2476,1.2512,1.7217,1.7692,1.425,1.8982,3.4826,2.5541,0.4171,-3,1.0212,1.8566,1.824,-0.1696,0.4007,1.6739,1.892,0.7853,2.4948,-0.4643,-2,-0.157,1.2933,0.6031,0.8848,0.6031,0.8999,0.8933,2.7457,1.8891,0.2237,2.0827,0.6031,0.4128,1.1487,496.9135,2.6963,0
294,33.5,-112.88,1150,237.76,33.33,10.78,25.4,0.25,6,21.4258,150.12,10.5,4,4.5,16.1093,21.4258,1173.4713,165.4185,50.7852,751.1587,7.1266,105.4022,47.9024,1008.0527,-87.2072,7.8169,0,25.15,22.55,2.0304,0.9843,71.2115,8.309,9.4834,38.7803,75.8068,68.95,7.094,1.1641,23.1066,165.0684,9,12,7,8,4,4,7.109,0.5833,0.6667,0.3333,66.6667,1,4,D,3.127,33.4477,29.4576,0.4367,1.5252,2.8757,2.0228,3.0607,1.2071,3.0695,2.2186,1.3309,1.3531,1.7515,1.7838,1.5228,1.8763,3.4827,2.1764,0.3076,-3,1.0212,1.4005,1.824,-0.1696,0.8515,1.7058,1.4048,-0.6021,2.3762,-0.2267,-2,-0.35,1.3639,0.6031,0.8524,0.8457,0.8529,-0.0069,3.0035,1.8797,0.0697,2.2177,0.6031,0.893,1.4693,58.4304,1.7666,0
295,36.13,-111.23,5030,564.27,25.56,1,24.89,4.32,2,12.9167,161.3,6.5,3,6.5,13.8231,12.9167,759.2188,234.2352,89.4795,1472.4444,7.8418,187.7684,49.9673,524.9837,-78.7545,4.7069,18.7702,20.57,24.56,1.8517,17.3564,65.1927,8.9294,6.1587,69.1312,45.818,143.03,3.2413,1.4462,8.4848,42.3449,12,7,4,6,1,1,17.9294,0.5714,0.8571,0.1429,85.7143,2,3,D,0.2147,21.2259,21.2259,0.2617,1.558,3.168,2.2736,3.7016,1.1406,2.8804,2.3697,1.1112,1.3902,1.6805,1.7076,1.4076,1.8401,3.487,2.2076,0.2676,-3,1.0969,1.3132,1.9331,-0.0619,0.5121,1.9518,1.396,0.6355,2.7515,-0.2355,1.2737,-0.566,0.9292,0.0043,1.2538,0.6031,0.8944,1.2395,2.7202,1.661,0.1632,1.6269,0.0043,0.6727,1.3271,348.5219,2.5422,0
296,32.25,-111.2,2561,241.36,30.94,11.44,65.28,4.83,1,20.8233,319.54,5.5,2,4.5,16.0916,20.8233,1129.1492,319.54,25.0603,2219.2979,7.0584,314.4212,51.7129,809.6092,-71.7008,3.5337,0,60.45,19.5,2.4515,7.3989,74.3218,7.4098,17.9208,35.5843,67.2999,68.95,3.5337,1.3947,45.0573,170.1038,11,12,6,9,3,4,6.638,0.5,0.75,0.3333,75,2,4,D,0.0752,23.6745,23.6745,0.52,1.5087,3.3462,2.4975,3.4084,1.2066,3.0528,2.5045,1.3185,1.29,1.7468,1.7885,1.4905,1.8939,3.4822,2.5045,0.3894,-3,1.0212,1.7814,1.8751,-0.1192,0.5495,1.3992,1.8148,0.6839,2.3827,-0.2924,-2,-0.2757,1.6539,0.4786,0.8227,0.7789,0.8487,0.8692,2.9083,1.828,0.1476,2.2307,0.6031,0.5482,1.3745,305.5583,2.4851,0
297,32.28,-110.95,2330,260.35,30.17,10.33,53.34,5.33,1,19.81,314.95,5.5,2,4.5,15.796,19.81,1069.7046,313.0005,38.4999,2404.3843,7.9141,303.8119,52.3093,756.704,-70.5573,3.3964,0,48.01,19.84,2.0323,9.9925,73.6065,7.5457,14.654,38.0905,55.8338,68.95,3.4176,1.4136,27.7846,120.4554,12,12,5,8,4,4,8.8805,0.4167,0.6667,0.3333,66.6667,2,4,D,0.0577,15.8743,15.8743,0.6033,1.5091,3.381,2.4826,3.3674,1.1985,3.0293,2.4955,1.2969,1.2975,1.7389,1.7805,1.4796,1.8899,3.4826,2.4982,0.308,-3,1.0212,1.6813,1.824,-0.1696,0.535,1.5856,1.7271,0.7267,2.4156,-0.3699,-2,-0.2123,1.444,0.6031,0.9489,0.6998,0.8984,0.9997,2.8789,1.7469,0.1534,2.0809,0.6031,0.531,1.201,278.4007,2.4447,0
298,32.25,-110.83,2526,265.98,30.22,10.28,65.02,7.11,1,19.74,352.04,5.5,2,4.5,15.7896,19.74,1066.0007,339.9788,59.6335,2588.2481,7.4267,348.5058,52.2029,726.0219,-66.9756,3.0281,0,57.91,19.94,2.2163,10.9351,73.4911,7.6075,17.2281,38.5387,58.7255,68.95,3.1355,1.4683,17.8759,93.3099,11,12,5,8,4,4,11.4243,0.4167,0.6667,0.3333,66.6667,2,4,D,0.0612,16.361,16.361,0.6033,1.5087,3.413,2.5422,3.4024,1.1984,3.0278,2.5315,1.2953,1.2997,1.7383,1.7802,1.4803,1.8893,3.4827,2.5466,0.3456,-3,1.0212,1.7628,1.824,-0.1696,0.4977,1.7756,1.813,0.8519,2.4249,-0.3699,-2,-0.2123,1.2525,0.6031,1.0582,0.6998,0.8708,1.0388,2.861,1.7688,0.1698,1.97,0.6031,0.4812,1.2141,308.5204,2.4893,0
299,32.23,-110.95,2478,257.05,31.39,12.22,56.64,5.08,1,21.6067,304.79,5.5,2,4.5,16.2981,21.6067,1176.8546,304.79,19.2638,1758.0377,6.0477,290.6974,51.3678,872.0646,-74.1013,3.8612,0,51.56,19.17,2.23,8.9689,74.9051,7.3465,15.7084,34.0013,61.8463,68.95,3.8612,1.3495,61.0915,236.9729,9,12,7,9,3,4,4.9662,0.5833,0.75,0.3333,75,2,4,D,0.0707,26.3896,26.3896,0.4367,1.5084,3.245,2.4634,3.3941,1.2121,3.0707,2.484,1.3346,1.2826,1.7529,1.7939,1.4968,1.8971,3.482,2.484,0.3483,-3,1.0212,1.7123,1.8751,-0.1192,0.5878,1.285,1.7531,0.7059,2.41,-0.2267,-2,-0.35,1.7861,0.4786,0.6969,0.8457,0.7816,0.9527,2.9406,1.7913,0.1334,2.3747,0.6031,0.5867,1.4216,288.2024,2.4597,0
300,32.25,-111,2315,254.79,30.94,11.22,58.17,3.81,1,20.6517,289.81,5.5,2,4.5,16.0433,20.6517,1118.7167,289.81,23.8613,1974.1306,7.3836,267.3672,51.6047,828.9067,-74.0944,3.8602,0,54.36,19.72,2.4086,6.5498,74.0321,7.4909,15.1156,36.2726,62.5885,68.95,3.8602,1.3496,46.8841,193.9523,11,12,6,9,3,4,5.768,0.5,0.75,0.3333,75,2,4,D,0.077,24.2776,24.2776,0.52,1.5087,3.2954,2.4271,3.3646,1.2053,3.0487,2.4621,1.315,1.2949,1.7455,1.7869,1.4905,1.8923,3.4823,2.4621,0.3818,-3,1.0212,1.7353,1.8751,-0.1192,0.5877,1.3779,1.7647,0.5809,2.4062,-0.2924,-2,-0.2757,1.6711,0.4786,0.7618,0.7789,0.8683,0.8162,2.9185,1.7965,0.1334,2.2877,0.6031,0.5866,1.3854,259.054,2.4134,0
301,32.13,-110.95,2549,250.44,30.28,10.94,58.42,6.1,1,20.3658,309.12,5.5,2,4.5,15.9342,20.3658,1102.1426,309.12,21.1939,1875.064,6.3009,297.585,52.4836,793.0226,-71.9528,3.5654,0,52.32,19.34,2.2679,10.4416,74.3092,7.4134,16.9748,36.4014,65.8958,68.95,3.5654,1.3898,52.0028,191.7403,9,12,7,9,3,4,5.7481,0.5833,0.75,0.3333,75,2,4,D,0.0685,25.4723,25.4723,0.4367,1.507,3.273,2.4736,3.4064,1.2023,3.0422,2.4901,1.3089,1.2865,1.7432,1.7849,1.4812,1.8938,3.4824,2.4901,0.3556,-3,1.0212,1.7187,1.8751,-0.1192,0.5533,1.3264,1.7666,0.7853,2.3987,-0.2267,-2,-0.35,1.7161,0.4786,0.7603,0.8457,0.7994,1.0188,2.8993,1.8189,0.1461,2.2827,0.6031,0.5521,1.4062,296.2446,2.4717,0
302,31.57,-111.05,3267,205.97,27.28,9.11,100.84,5.59,1,17.6067,441.97,5.5,2,4.5,15.2824,17.6067,921.6261,436.9373,45.9363,4617.2184,8.7354,528.5618,56.0403,484.6888,-52.0445,2.0853,0,95.25,18.17,2.7379,5.5434,74.8616,6.857,31.0746,38.9452,84.3713,68.95,2.1093,1.9015,20.0631,92.5067,14,12,2,8,4,4,9.9628,0.1667,0.6667,0.3333,66.6667,3,4,D,0.0648,6.7592,6.7592,0.8533,1.4994,3.6644,2.7231,3.5142,1.1842,2.9646,2.6404,1.2457,1.2594,1.721,1.7717,1.4358,1.8969,3.4827,2.6454,0.4374,-3,1.0212,1.9789,1.824,-0.1696,0.3262,1.6623,2.0036,0.7474,2.3138,-0.7528,-2,-0.0638,1.3026,0.6031,0.9988,0.3032,0.9413,0.7438,2.6855,1.9262,0.2814,1.9662,0.6031,0.3192,0.8305,505.8896,2.7041,0
303,34.77,-112.03,3470,393.9,28.39,7.11,53.09,5.59,1,17.1758,323.61,5.5,2,5.5,15.0246,17.1758,930.9071,314.1076,55.7574,2562.6553,8.3857,305.5978,52.6518,616.7994,-65.2371,2.8766,0,47.5,21.28,1.9687,10.5293,71.0042,7.8175,13.7922,45.5143,51.1439,68.95,2.9637,1.5093,16.6957,83.6229,11,10,5,8,2,2,11.1322,0.5,0.8,0.2,80,2,4,D,0.0492,16.4693,16.4693,0.4333,1.5413,3.4087,2.4852,3.5403,1.1768,2.9689,2.4971,1.2349,1.328,1.7175,1.7567,1.4532,1.8751,3.4837,2.51,0.2942,-3,1.0607,1.6767,1.9031,-0.0915,0.4733,1.7464,1.725,0.7474,2.5954,-0.2924,-2,-0.3533,1.2229,0.3032,1.047,0.6998,0.9235,1.0224,2.7902,1.7088,0.1816,1.9224,0.3032,0.4589,1.2169,266.1003,2.425,0
304,37,-111.48,3730,639.36,29.17,3.06,23.11,5.84,3,15.7933,172.22,7.5,3,7.5,14.496,15.7933,913.9579,240.2916,110.8706,1368.9053,6.9879,195.8962,48.0742,673.6664,-81.1567,5.3069,0,17.27,26.11,1.6103,25.2704,64.7971,9.5682,4.7397,60.5836,33.0255,143.03,3.8035,1.3567,8.2435,57.4329,12,9,4,6,3,3,15.9135,0.4444,0.6667,0.3333,66.6667,2,3,D,0.3975,15.2795,15.2795,0.4317,1.5683,3.1364,2.292,3.5717,1.1612,2.9609,2.3807,1.1985,1.4168,1.7058,1.7248,1.4649,1.8376,3.4858,2.2361,0.2069,-3,1.1303,1.2373,1.824,-0.1696,0.5813,2.0449,1.3638,0.7664,2.8058,-0.3425,-2,-0.3549,0.9166,0.4786,1.202,0.6031,0.8443,1.4026,2.8285,1.5188,0.1357,1.7592,0.4786,0.7248,1.1844,368.5364,2.5665,0
