@relation AmericanCranberrybush

@ATTRIBUTE Serial numeric 
@ATTRIBUTE LAT numeric
@ATTRIBUTE LONG numeric
@ATTRIBUTE ELEV numeric 
@ATTRIBUTE COKLM numeric
@ATTRIBUTE VEGNU {1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28} 
@ATTRIBUTE MWM numeric 
@ATTRIBUTE MCM numeric 
@ATTRIBUTE RHIGH numeric 
@ATTRIBUTE RLOW numeric 
@ATTRIBUTE RRCORR numeric 
@ATTRIBUTE CMAT numeric 
@ATTRIBUTE ET numeric 
@ATTRIBUTE PET numeric 
@ATTRIBUTE CRR numeric 
@ATTRIBUTE WSTORAGE numeric 
@ATTRIBUTE SNOWAC numeric 
@ATTRIBUTE WRET numeric 
@ATTRIBUTE PERWRET numeric 
@ATTRIBUTE AE numeric 
@ATTRIBUTE RUNOFF numeric 
@ATTRIBUTE WATD numeric 
@ATTRIBUTE MI numeric 
@ATTRIBUTE BT numeric 
@ATTRIBUTE GROWC numeric 
@ATTRIBUTE WLTGRC numeric 
@ATTRIBUTE WATDGRC numeric 
@ATTRIBUTE WATRGRC numeric 
@ATTRIBUTE RUNGRC numeric 
@ATTRIBUTE PGROW numeric 
@ATTRIBUTE SDTEMP numeric 
@ATTRIBUTE CVTEMP numeric 
@ATTRIBUTE SDRAIN numeric 
@ATTRIBUTE CVRAIN numeric 
@ATTRIBUTE RRCORR2 numeric 
@ATTRIBUTE RRCORR3 numeric 
@ATTRIBUTE SEASON {1,2,3,4} 
@ATTRIBUTE PERWRET numeric 
@ATTRIBUTE PERWDEF numeric 
@ATTRIBUTE PERWLTG numeric 
@ATTRIBUTE DEFPER numeric 
@ATTRIBUTE NAGP numeric 
@ATTRIBUTE BIO5 numeric 
@ATTRIBUTE BAR5 numeric 
@ATTRIBUTE HIRX numeric 
@ATTRIBUTE RRANGE numeric 
@ATTRIBUTE TRANGE numeric 
@ATTRIBUTE REVEN numeric 
@ATTRIBUTE MRAIN numeric 
@ATTRIBUTE MTEMP numeric 
@ATTRIBUTE TEMP numeric 
@ATTRIBUTE PTOAE numeric 
@ATTRIBUTE PTOWATD numeric 
@ATTRIBUTE PTORUN numeric 
@ATTRIBUTE PTOWATR numeric 
@ATTRIBUTE MEDSTAB numeric 
@ATTRIBUTE SUCSTAB numeric 
@ATTRIBUTE SUCSTAB2 numeric 
@ATTRIBUTE WACCESS numeric 
@ATTRIBUTE CLIM numeric 
@ATTRIBUTE AVWAT numeric 
@ATTRIBUTE CLASS {W,D} 
@ATTRIBUTE LBIO numeric
@ATTRIBUTE LBIO5 numeric 
@ATTRIBUTE LBAR5 numeric 
@ATTRIBUTE LNAGP numeric 
@ATTRIBUTE LET numeric 
@ATTRIBUTE LPET numeric 
@ATTRIBUTE LAE numeric 
@ATTRIBUTE LBT numeric 
@ATTRIBUTE LTRANGE numeric 
@ATTRIBUTE LCMAT numeric 
@ATTRIBUTE LMCM numeric 
@ATTRIBUTE LMWM numeric 
@ATTRIBUTE LMTEMP numeric 
@ATTRIBUTE LCVTEMP numeric 
@ATTRIBUTE LCRR numeric 
@ATTRIBUTE LREVEN numeric 
@ATTRIBUTE LRHIGH numeric 
@ATTRIBUTE LRLOW numeric 
@ATTRIBUTE LRRCORR3 numeric 
@ATTRIBUTE LRRANGE numeric 
@ATTRIBUTE LMRAIN numeric 
@ATTRIBUTE LRUNOFF numeric 
@ATTRIBUTE LSNOWAC numeric 
@ATTRIBUTE LWATD numeric 
@ATTRIBUTE LCVRAIN numeric 
@ATTRIBUTE LDEFPER numeric
@ATTRIBUTE LSUCSTAB numeric 
@ATTRIBUTE LPTOAE numeric 
@ATTRIBUTE LPTOWATD numeric 
@ATTRIBUTE LPTORUN numeric 
@ATTRIBUTE LPTOWATR numeric 
@ATTRIBUTE LWACCESS numeric 
@ATTRIBUTE LWRET numeric
@ATTRIBUTE LWLTGRC numeric 
@ATTRIBUTE LRUNGRC numeric 
@ATTRIBUTE LWATRGRC numeric 
@ATTRIBUTE LPERWDEF numeric 
@ATTRIBUTE LPERWLTG numeric 
@ATTRIBUTE LHIRX numeric 
@ATTRIBUTE LSSTAB2 numeric 
@ATTRIBUTE LCOKLM numeric 
@ATTRIBUTE LLAT numeric 
@ATTRIBUTE EXPREY numeric 
@ATTRIBUTE LEXPREY numeric 
@ATTRIBUTE AmericanCranberrybush {0,1}

@data
427,38.62,-122.87,108,28.79999924,11,22.3,8.9,219.7100067,1.779999971,6,15.8167,14.5981,811.6899,1070.62,143.0299988,0,64.7949,45.3016,371.5646,656.0373,440.1252,31.9001,15.8167,12,4,5,7,7,17,4.9657,31.3952,85.469,95.7976,10.5,4.5,4,0.5833,0.4167,0.3333,41.6667,403.8844,13494.4863,33.4118,0.7581,217.93,13.4,2.4626,0.8102,80.0891,64.5545,2.1845,1.8442,1.2373,12.5271,1.2236,7.1284,7.1284,0.6867,4,3,D,3.456,4.1302,1.5239,2.6063,1.1643,2.9094,2.57,1.1991,1.1271,1.706,1.7701,1.3483,1.9247,3.4816,3.0296,0.3914,2.3418,0.2504,1.0212,2.3383,-0.0914,2.8169,-2,2.6436,1.9814,1.6199,0.853,0.3413,0.2682,0.096,1.0982,-0.157,1.8116,0.6031,0.8457,0.8457,-0.3699,-0.4643,-0.1202,0.8536,1.4595,1.5869,190.1393,2.2791,0
428,33.23,-116.77,2700,54.40000153,18,22.6,7.1,148.5899963,4.059999943,7,13.9417,14.2894,739.8751,708.91,143.0299988,0,56.1763,39.2759,334.1465,452.8,405.7285,-4.1852,13.9417,10,4,5,5,5,16,5.7359,41.1423,56.472,95.5925,11.5,11.5,4,0.5,0.5,0.4,50,338.6377,8997.8037,26.5706,1.0437,144.53,15.5,2.5152,2.7324,77.071,61.5217,2.2142,1.8236,1.634,13.1706,2.007,10.2875,10.2875,0.5167,3,3,D,3.4198,3.9541,1.4244,2.5297,1.155,2.8692,2.5239,1.1443,1.1903,1.6897,1.7566,1.3541,1.9089,3.483,2.8506,0.4006,2.172,0.6085,1.243,2.16,0.4365,2.6559,-2,2.6082,1.9804,1.6991,1.0123,0.3472,0.2633,0.2159,1.1199,-0.2785,1.7496,0.6031,0.6998,0.6998,-0.2924,-0.3872,0.0186,1.0127,1.7357,1.5217,176.9149,2.2478,0
429,37.97,-119.78,3870,195.1999969,25,21.3,3.9,162.0500031,5.329999924,5.5,12.0417,13.5591,695.1517,929.39,143.0299988,0,71.5949,50.0559,367.6397,456.2319,327.5121,33.696,12.0417,7,3,5,2,2,20,6.5683,54.5465,59.3115,76.5812,10,10,4,0.2857,0.7143,0.4286,71.4286,396.8269,15062.9473,37.9585,0.748,156.72,17.4,2.0923,3.2891,73.7557,58.6308,1.8909,2.1225,1.5237,9.7095,0.7799,7.2103,7.2103,0.345,3,3,D,3.6376,4.1779,1.5793,2.5986,1.1322,2.8421,2.5654,1.0807,1.2405,1.6725,1.7316,1.3284,1.8907,3.4849,2.9682,0.3206,2.2096,0.7267,1.2041,2.1951,0.5171,2.6592,-2,2.5152,1.8841,1.8539,0.858,0.2789,0.3289,0.1857,0.9876,-0.4498,1.8549,0.4786,0.3032,0.3032,-0.1401,-0.358,-0.1261,0.8586,2.2905,1.5796,135.4852,2.1319,0
430,36.85,-121.42,275,33.59999847,23,19.7,9.3,72.63999939,1.019999981,5,14.8083,14.2174,752.2236,345.69,143.0299988,0,33.5495,23.4563,306.5508,167.0948,445.6728,-54.0442,14.8083,12,5,6,6,6,15,3.8361,25.9048,27.7595,96.3622,9.5,4.5,4,0.5,0.5,0.4167,50,293.4905,4027.5793,13.723,2.176,71.62,10.4,2.5216,1.4042,83.9258,70.2747,2.4538,1.6878,4.5018,22.4213,1.4556,15.2298,15.2298,0.6033,3,2,D,3.2744,3.605,1.1375,2.4676,1.1528,2.8763,2.4865,1.1705,1.017,1.6973,1.7731,1.2945,1.9441,3.4809,2.5387,0.4017,1.8612,0.0086,1.0212,1.855,0.1474,2.223,-2,2.649,1.9839,1.6991,1.1827,0.3916,0.2299,0.6543,1.3509,-0.2123,1.5258,0.6998,0.7789,0.7789,-0.2924,-0.3699,0.3377,1.183,1.5265,1.5666,269.8905,2.4312,0
431,37.23,-119.22,7020,233.6000061,23,15.9,2.1,216.1499939,5.590000153,5.5,7.7,12.1651,545.8053,1149.36,143.0299988,0,78.7473,55.0565,327.6568,773.7889,218.1485,110.5806,7.7,5,2,3,2,2,23,5.4128,70.2958,79.6695,83.1797,10,10,4,0.4,0.6,0.4,60,327.7902,29955.4902,91.3862,0.4749,210.56,13.8,2.2567,2.5862,77.3399,60.8884,1.6658,2.502,0.7054,6.9311,0.6224,5.2539,5.2539,0.2583,2,3,D,3.7407,4.4765,1.9609,2.5156,1.0851,2.737,2.5154,0.8865,1.1399,1.6304,1.7168,1.2014,1.9103,3.4872,3.0605,0.3535,2.3348,0.7474,1.2041,2.3234,0.4127,2.8886,-2,2.3388,1.92,1.7782,0.7205,0.2242,0.4,-0.1455,0.8414,-0.5713,1.8963,0.3032,0.3032,0.3032,-0.2147,-0.3872,-0.3234,0.7213,2.3685,1.571,106.4359,2.0271,0
432,33.75,-116.7,5380,84.80000305,18,19.4,4.6,140.2100067,5.840000153,5.5,11.0083,13.2982,648.1804,706.11,143.0299988,0,61.897,43.2755,346.9419,435.6172,301.2385,8.9373,11.0083,7,3,5,2,2,17,5.762,52.3423,49.1026,83.4475,10,10,4,0.2857,0.7143,0.4286,71.4286,360.4344,10696.1416,29.6757,0.918,134.37,14.8,2.3828,4.1652,77.0186,62.1518,1.8683,2.1517,1.488,10.4719,1.0122,9.0615,9.0615,0.345,3,3,D,3.6435,4.0292,1.4724,2.5568,1.1238,2.8117,2.5403,1.0417,1.1703,1.6628,1.7372,1.2878,1.9086,3.4846,2.8489,0.3771,2.1468,0.7664,1.2041,2.1283,0.6196,2.6391,-2,2.4789,1.9214,1.8539,0.9572,0.2738,0.3348,0.1755,1.0204,-0.4498,1.7917,0.4786,0.3032,0.3032,-0.1401,-0.358,-0.0372,0.9577,1.9284,1.5284,156.6404,2.1949,0
433,32.85,-115.57,-64,142.3999939,18,32.4,12.6,12.18999958,0,6,22.3417,16.446,1216.6672,76.71,68.94999695,0,3.8708,5.614,110.996,33.2954,1105.6713,-93.6951,22.3417,12,8,10,2,2,2,7.3903,33.0788,4.0342,63.1083,10.5,4.5,4,0.1667,0.8333,0.6667,83.3333,54.3513,113.6467,2.091,15.8606,12.19,19.8,1.9069,0,74.4186,49.9738,10.9614,1.1004,36.5416,314.3156,4.1554,52.3453,13.2882,0.3533,4,1,D,1.2287,2.0556,0.3203,1.7352,1.2161,3.0852,2.0453,1.3491,1.2967,1.7585,1.7966,1.5105,1.8944,3.4819,1.8849,0.2803,1.086,-2,1.0212,1.086,-2,1.5225,-2,3.0436,1.8001,1.9209,1.7189,1.0403,0.0455,1.5629,2.4974,-0.4397,0.5889,0.9036,0.3032,0.3032,-0.074,-0.1696,1.2003,1.1238,2.1535,1.5167,22.2418,1.3472,0
434,36.8,-118.2,3950,236.8000031,23,27.6,4.9,28.70000076,3.049999952,7,15.6,14.5863,868.7687,132.08,68.94999695,0,8.7067,12.6276,129.5237,44.1148,739.2449,-84.7969,15.6,9,6,8,1,1,11,8.3304,53.4003,8.9602,81.4075,11.5,11.5,4,0.1111,0.8889,0.6667,88.8889,70.2263,895.6409,12.7536,6.5776,25.65,22.7,2.6075,10.6272,68.7328,51.7184,6.7074,1.1752,19.6934,99.7815,5.0343,42.9088,18.1605,0.265,4,1,D,1.8527,2.9521,1.1056,1.8465,1.1639,2.9389,2.1123,1.1931,1.356,1.7042,1.7396,1.4409,1.8617,3.4848,2.1208,0.4162,1.4579,0.4843,1.243,1.4091,1.0264,1.6447,-2,2.8688,1.9107,1.9489,1.6325,0.8272,0.0738,1.2945,1.9991,-0.5607,0.9404,0.7789,0.0043,0.0043,-0.0463,-0.1696,0.8181,1.2594,2.3744,1.566,22.2572,1.3475,0
435,33.72,-116.22,-21,121.5999985,18,33.8,13.6,19.80999947,0.25,6,23.625,16.7518,1312.2401,79.99,143.0299988,0,11.8134,8.2594,168.4169,108.0576,1143.8232,-93.9043,23.625,12,7,9,3,3,3,7.4901,31.7043,6.3685,95.5401,10.5,4.5,4,0.25,0.75,0.5833,75,108.5926,168.0776,1.5478,16.4051,19.56,20.2,2.9719,1.262,74.3655,48.2223,7.7916,1.1472,12.1439,111.0803,7.1242,72.5253,24.2359,0.4367,5,1,D,1.7402,2.2255,0.1897,2.0358,1.2241,3.118,2.2264,1.3734,1.3054,1.7681,1.8035,1.5289,1.8941,3.4817,1.903,0.473,1.2969,-0.6021,1.0212,1.2914,0.1011,2.0337,-2,3.0584,1.9802,1.8751,1.8605,0.8922,0.0634,1.0847,2.0457,-0.35,1.0727,0.8457,0.4786,0.4786,-0.1192,-0.2267,1.215,1.3846,2.085,1.528,108.8563,2.0369,0
436,35.65,-117.82,2440,187.1999969,23,29.2,7.5,28.19000053,0.50999999,7,17.8583,15.1717,974.1163,120.15,68.94999695,0,5.9188,8.5842,120.15,27.1475,853.9663,-87.6657,17.8583,10,7,9,2,1,10,7.9427,44.4761,9.1909,91.7947,11.5,11.5,4,0.2,0.9,0.7,90,61.9928,692.6016,11.1723,8.1075,27.68,21.7,2.8155,1.8092,70.7547,51.8103,8.1075,1.1407,35.8824,164.5794,6.1677,55.1819,14.9109,0.2667,4,1,D,1.6063,2.8405,1.0481,1.7923,1.181,2.9886,2.0797,1.2518,1.3365,1.7231,1.7597,1.4654,1.8736,3.4835,2.0797,0.4496,1.4501,-0.2924,1.243,1.4422,0.2575,1.4339,-2,2.9314,1.9628,1.9543,1.7418,0.9094,0.061,1.555,2.2164,-0.558,0.773,0.8457,0.0043,0.3032,-0.041,-0.1487,0.9089,1.1738,2.2723,1.5522,23.4398,1.37,0
437,34.15,-115.12,922,225.6000061,18,35,12.5,14.72999954,1.269999981,6,23.3583,16.5574,1290.4629,95.99,68.94999695,0,2.7035,3.921,136.1203,20.2545,1154.3425,-92.5616,23.3583,12,8,10,2,2,3,8.3415,35.7111,4.3974,54.9738,10.5,4.5,4,0.1667,0.8333,0.6667,83.3333,76.2627,189.3154,2.4824,13.4437,13.46,22.5,1.8414,8.6219,71.875,46.2273,9.4803,1.1179,63.7123,477.3266,3.5614,45.8011,19.4692,0.3533,4,1,D,1.4531,2.2772,0.3949,1.8823,1.219,3.1107,2.1339,1.3684,1.3522,1.7661,1.7959,1.5441,1.8801,3.4823,1.9822,0.2652,1.1682,0.1038,1.0212,1.129,0.9356,1.3067,-2,3.0623,1.7402,1.9209,1.6609,0.9773,0.0523,1.8043,2.6788,-0.4397,0.4335,0.9036,0.3032,0.3032,-0.074,-0.1696,1.1285,1.2896,2.3534,1.5335,32.8557,1.5166,0
438,41.27,-120.3,5400,312,11,17.3,-1.3,60.20000076,13.21000004,-2,7.025,12.1955,532.7189,484.13,195.9199982,141.7751923,93.1273,47.5333,348.2088,321.4099,184.5101,-9.1209,7.2333,6,2,4,2,2,21,6.9479,98.9021,15.5267,38.4857,2.5,2.5,1,0.3333,0.6667,0.3333,66.6667,362.6219,8946.9648,24.673,1.1004,46.99,18.6,1.4922,21.9435,70.1445,53.9034,1.5299,2.8872,1.6574,5.7203,0.0627,4.4828,4.4828,0.3433,2,4,D,3.8426,3.9517,1.3922,2.5595,1.0862,2.7265,2.5418,0.8593,1.2695,1.6235,1.6875,1.238,1.8701,3.4912,2.685,0.1738,1.7796,1.1209,0.9294,1.672,1.3413,2.5071,2.1516,2.266,1.5853,1.824,0.6516,0.1875,0.462,0.2221,0.7582,-0.4518,1.9691,0.3032,0.3032,0.3032,-0.1696,-0.4643,0.0415,0.6525,2.4942,1.6157,270.2947,2.4318,0
439,37.95,-122.57,128,5.099999905,11,20.7,9.2,243.8399963,0.25,6,15.2667,14.3897,778.2216,1205.74,143.0299988,0,62.2882,43.5491,397.918,533.6588,380.3036,54.9353,15.2667,12,4,5,7,7,17,4.324,28.3231,96.7447,96.2841,10.5,4.5,4,0.5833,0.4167,0.3333,41.6667,452.5404,16071.416,35.5138,0.6454,243.59,11.5,2.4268,0.1025,82.4962,68.0911,1.9557,2.0463,1.4583,12.4939,1.1021,6.4318,6.4318,0.6867,3,3,D,3.6075,4.2061,1.5504,2.6557,1.1581,2.8911,2.5998,1.1837,1.0607,1.7013,1.7723,1.316,1.937,3.4812,3.0813,0.385,2.3871,-0.6021,1.0212,2.3867,-0.9892,2.7273,-2,2.5801,1.9836,1.6199,0.8083,0.2935,0.3131,0.1668,1.097,-0.157,1.7945,0.6031,0.8457,0.8457,-0.3699,-0.4643,-0.1902,0.809,0.7084,1.5793,222.5983,2.3475,0
440,35.47,-118.78,970,133.3999939,23,30.9,10.7,60.20000076,0,-4,20.725,15.9291,1134.3055,272.29,117.3525009,0,22.0397,18.7807,235.2179,133.6318,899.0876,-75.995,20.725,12,6,7,5,5,13,7.4731,36.0585,20.5466,90.55,0.5,4.5,1,0.4167,0.5833,0.5,58.3333,189.0779,2001.7556,10.5869,4.1658,60.2,20.2,2.6531,0,73.386,51.3983,4.8224,1.2616,8.4883,51.4666,1.39,27.197,27.197,0.52,4,2,D,2.3944,3.3014,1.0248,2.2766,1.2022,3.0547,2.3715,1.3165,1.3054,1.7461,1.7832,1.49,1.8887,3.4823,2.435,0.4237,1.7796,-2,1.0212,1.7796,-2,2.1259,-2,2.9538,1.9569,1.766,1.4345,0.6842,0.1044,0.9293,1.7116,-0.2757,1.3434,0.7789,0.6998,0.6998,-0.2267,-0.2924,0.6197,1.4347,2.1252,1.55,260.5343,2.4159,0
441,35.78,-118.43,2703,175.8000031,23,26.3,7.4,73.15000153,3.299999952,6,15.9917,14.8476,852.5955,336.29,143.0299988,0,40.9417,28.6246,251.712,183.1258,600.8835,-60.5569,15.9917,10,5,6,4,4,15,7.1298,44.5843,26.8646,95.8621,10.5,10.5,4,0.4,0.6,0.5,60,211.5927,3370.6799,15.93,2.5353,69.85,18.9,2.6102,4.5113,73.4923,56.0205,3.3872,1.4189,4.6558,20.8246,2.4044,20.9192,20.9192,0.4333,4,2,D,2.8337,3.5277,1.2022,2.3255,1.1717,2.9307,2.4009,1.2039,1.2765,1.7075,1.7589,1.42,1.8893,3.4835,2.5267,0.4167,1.8642,0.5185,1.2175,1.8442,0.6543,2.2628,-2,2.7788,1.9816,1.7782,1.3205,0.5311,0.155,0.6689,1.3188,-0.3533,1.6123,0.6998,0.6031,0.6031,-0.2147,-0.2924,0.404,1.3208,2.245,1.5538,143.8129,2.1578,0
442,36.2,-121.12,320,40,23,20.7,9.8,67.30999756,0.25,6,15.625,14.5291,784.4785,312.43,143.0299988,0,25.9081,18.1138,293.0293,125.3294,491.4492,-60.1735,15.625,12,5,7,5,5,13,4.0755,26.0829,25.8775,99.3918,10.5,4.5,4,0.4167,0.5833,0.4167,58.3333,272.3155,3127.0154,11.4831,2.5109,67.06,10.9,2.5853,0.3714,83.4094,69.0635,2.6771,1.5963,6.2593,30.2793,2.3647,17.1529,17.1529,0.6033,3,2,D,3.1562,3.4951,1.0601,2.4351,1.1622,2.8946,2.4669,1.1938,1.0374,1.7044,1.7767,1.316,1.9416,3.4809,2.4948,0.4125,1.8281,-0.6021,1.0212,1.8265,-0.4301,2.0981,-2,2.6915,1.9974,1.766,1.2343,0.4293,0.2058,0.7972,1.4813,-0.2123,1.4136,0.6998,0.6998,0.6998,-0.2267,-0.3699,0.3998,1.2346,1.6022,1.5588,259.6976,2.4145,0
443,41.52,-124.03,25,4.800000191,11,15.1,7.8,340.3599854,9.399999619,4.5,11.4167,12.6667,656.3329,2009.92,143.0299988,0,93.2403,65.1893,529.9745,1353.0741,126.3583,206.2348,11.4167,10,1,3,7,7,26,2.7673,24.239,126.5416,75.5502,9,9,4,0.7,0.3,0.1,30,728.2212,35229.4922,48.3775,0.3265,330.96,7.3,2.0321,2.7618,87.8536,75.0215,1.2384,5.1942,0.4851,7.0392,0.2976,0.9697,0.9697,0.7667,3,6,W,4.2386,4.5469,1.6846,2.8623,1.1027,2.8171,2.7243,1.0575,0.8633,1.6667,1.7619,1.179,1.9631,3.4806,3.3032,0.3079,2.5319,0.9731,1.1761,2.5198,0.4412,3.1313,-2,2.1016,1.8782,1.4773,-0.0134,0.0964,0.7164,-0.3053,0.8481,-0.1098,1.9697,0.0043,0.8457,0.8457,-0.5086,-0.9586,-0.4861,-0.0089,0.6821,1.6184,206.7254,2.3154,0
444,33.55,-117.78,35,0.100000001,23,20.7,13,75.18000031,1.019999981,5.5,16.6667,15.4522,803.5201,344.43,143.0299988,0,24.3744,17.0414,329.2555,117.7559,474.2646,-57.1349,16.6667,12,5,7,5,5,13,3.0604,18.3624,28.3458,98.7573,10,4.5,4,0.4167,0.5833,0.4167,58.3333,330.4493,3497.4619,10.584,2.3329,74.16,7.7,2.6193,1.3567,88.2801,73.7737,2.4404,1.6942,6.8236,32.9658,2.17,18.7216,18.7216,0.6033,4,2,D,3.2943,3.5438,1.0246,2.5191,1.189,2.905,2.5175,1.2218,0.8865,1.7132,1.7993,1.316,1.9651,3.4798,2.5371,0.4182,1.8761,0.0086,1.0212,1.8702,0.1325,2.071,-2,2.676,1.9946,1.766,1.2723,0.3892,0.2315,0.8346,1.5182,-0.2123,1.3871,0.6998,0.6998,0.6998,-0.2267,-0.3699,0.3679,1.2726,-0.9586,1.5258,337.8877,2.5288,0
445,34.25,-117.18,5205,89.59999847,18,20.2,2.7,228.3500061,2.539999962,6.5,10.7167,13.2,646.1283,1058.16,143.0299988,0,67.0683,46.8911,327.7282,654.7606,318.4001,63.7693,10.7167,7,3,4,3,3,20,6.6625,62.1694,84.9771,96.3678,11,11,4,0.4286,0.5714,0.4286,57.1429,327.9087,17745.6621,54.1177,0.6106,225.81,17.5,2.5896,1.1123,73.1595,58.0076,1.9715,2.0293,0.9868,9.6339,1.2469,7.9262,7.9262,0.345,3,3,D,3.5654,4.2491,1.7333,2.5158,1.1206,2.8103,2.5155,1.0301,1.243,1.6601,1.7218,1.3054,1.8874,3.486,3.0246,0.4132,2.3586,0.4048,1.2304,2.3537,0.0462,2.8161,-2,2.503,1.9839,1.757,0.8991,0.297,0.3095,-0.0014,0.9843,-0.4498,1.8266,0.4786,0.4786,0.4786,-0.2355,-0.358,-0.2142,0.8996,1.9524,1.5348,132.5672,2.1224,0
446,39.03,-122.92,1315,60.79999924,11,22.8,6.2,171.1999969,1.269999981,6,13.8833,14.1626,756.7005,797.56,143.0299988,0,62.7194,43.8505,305.4748,433.9202,451.2257,5.3997,13.8833,9,4,5,4,4,17,6.1898,44.5848,63.4813,95.5133,10.5,10.5,4,0.4444,0.5556,0.4444,55.5556,291.7824,10121.6641,34.6891,0.9488,169.93,16.6,2.5759,0.7418,75.5162,59.9562,2.4771,1.677,1.7439,12.0649,1.4009,10.8413,10.8413,0.4317,3,2,D,3.2618,4.0053,1.5402,2.4651,1.1511,2.8789,2.485,1.1425,1.2201,1.6892,1.7497,1.3579,1.9005,3.4835,2.9018,0.4109,2.2335,0.1038,1.2175,2.2303,-0.1297,2.6374,-2,2.6544,1.9801,1.7448,1.0351,0.3957,0.2271,0.244,1.0819,-0.3549,1.7975,0.6031,0.6031,0.6031,-0.2475,-0.3425,-0.0228,1.0355,1.784,1.5915,131.5005,2.1189,0
447,38.48,-122,190,41.59999847,11,24.9,7.5,142.4900055,1.019999981,6,16.3333,14.6929,860.4294,627.11,117.3525009,0,41.4247,35.2994,264.9768,292.3776,595.4526,-27.1166,16.3333,10,4,6,4,4,16,6.404,39.2083,52.9869,101.3926,10.5,10.5,4,0.4,0.6,0.4,60,230.4225,6641.3823,28.8226,1.3721,141.47,17.4,2.7266,0.7158,75.1073,58.3194,3.2472,1.445,2.9429,20.7709,1.8026,12.5362,12.5362,0.5167,4,2,D,2.8965,3.8223,1.4597,2.3625,1.1671,2.9347,2.4232,1.2131,1.2405,1.7104,1.7597,1.3962,1.8982,3.4828,2.7973,0.4356,2.1538,0.0086,1.2175,2.1507,-0.1452,2.466,-2,2.7749,2.006,1.7782,1.0982,0.5128,0.1629,0.4702,1.3177,-0.2785,1.6174,0.6031,0.6031,0.6031,-0.2147,-0.3872,0.1374,1.0985,1.6192,1.5853,111.8708,2.0487,0
448,39.32,-120.63,5155,174.3999939,11,17.9,1.5,329.1799927,9.909999847,6,8.875,12.5902,592.0128,1879.1,143.0299988,0,88.4906,61.8686,369.4095,1328.3091,222.6032,217.4087,8.875,6,2,3,3,3,25,6.3044,71.0357,125.6244,80.2242,10.5,10.5,4,0.5,0.5,0.3333,50,400.0032,33219.9727,83.0493,0.3151,319.27,16.4,2.1022,3.0105,73.9269,58.1912,1.6026,2.6595,0.4457,6.6901,0.5663,3.4164,3.4164,0.3433,3,5,W,3.8414,4.5214,1.9193,2.6021,1.1,2.7723,2.5675,0.9482,1.2148,1.6422,1.7118,1.2529,1.8917,3.4873,3.2739,0.3227,2.5174,0.9961,1.2175,2.5042,0.4786,3.1233,-2,2.3476,1.9043,1.6991,0.5336,0.2075,0.4264,-0.3413,0.8261,-0.4518,1.9469,0.3032,0.4786,0.4786,-0.2924,-0.4643,-0.5016,0.5348,2.2416,1.5947,108.9274,2.0371,0
449,32.77,-117.02,530,14.39999962,18,23.7,13.9,75.69000244,1.519999981,7,18.2333,16.1573,879.7134,349.25,143.0299988,0,21.6914,15.1656,338.7268,106.494,540.9865,-60.2996,18.2333,12,5,7,5,5,12,3.6517,20.0278,28.1796,96.8233,11.5,4.5,4,0.4167,0.5833,0.4167,58.3333,346.3781,3141.2671,9.0689,2.5189,74.17,9.8,2.6007,2.0082,85.7351,66.9616,2.5971,1.6261,8.2607,40.5559,3.7883,20.1828,20.1828,0.6033,4,2,D,3.2235,3.4971,0.9576,2.5396,1.2084,2.9443,2.5298,1.2609,0.9912,1.7262,1.8055,1.3747,1.953,3.48,2.5431,0.4151,1.879,0.1818,1.0212,1.8702,0.3028,2.0274,-2,2.7332,1.986,1.766,1.305,0.4162,0.2138,0.9175,1.6082,-0.2123,1.3365,0.6998,0.6998,0.6998,-0.2267,-0.3699,0.4012,1.3052,1.1587,1.5156,332.4027,2.5217,0
450,34.73,-118.2,2338,80,23,27.1,6,41.15000153,1.269999981,7,16.0167,14.701,866.248,187.97,143.0299988,0,21.285,14.8815,187.97,75.197,678.278,-78.3007,16.0167,10,5,8,3,2,11,7.6797,47.9482,15.7764,100.7167,11.5,11.5,4,0.3,0.8,0.5,80,130.3128,1371.399,10.5239,4.6084,39.88,21.1,2.627,3.0863,70.7351,53.4643,4.6084,1.2771,11.5197,40.6977,4.32,27.6072,27.6072,0.4333,4,2,D,2.3932,3.1372,1.0222,2.115,1.1673,2.9376,2.2741,1.2046,1.3243,1.7077,1.7482,1.433,1.8735,3.484,2.2741,0.4195,1.6144,0.1038,1.243,1.6008,0.4894,1.8763,-2,2.8314,2.0031,1.9031,1.441,0.6645,0.1096,1.0618,1.6097,-0.3533,1.3283,0.6998,0.3032,0.4786,-0.0915,-0.2924,0.6636,1.4412,1.9031,1.5408,109.7548,2.0404,0
