@attribute LWATD numeric
@attribute LCVRAIN numeric
@attribute LPTOWATD numeric
@attribute LPTOWATR numeric
@attribute LWATRGRC numeric
@attribute LHIRX numeric
@attribute LSSTAB2 numeric
@attribute EXPREY numeric
@attribute LEXPREY numeric
@attribute Pecan {0,1}

@data


4460,28.5500,6593.0000,277.0000,19.2800,4.1100,119.1300,4.5700,1.0000,11.6019,457.71,5.5000,2,5.5000,13.2038,11.6019,662.9173,529.1141,152.5197,6227.5201,8.5748,726.2595,61.4270,133.8032,-30.9555,1.4483,0.0000,114.5600,15.1700,3.1233,3.8361,76.4001,5.6764,42.8282,48.9263,112.2853,143.0300,1.2529,4.9544,4.3464,12.6603,11.0000,9.0000,2.0000,3.0000,6.0000,7.0000,52.3620,0.2222,0.3333,0.7778,33.3333,6.0000,3.0000,W,0.0537,7.5413,7.5413,0.5983,1.4558,3.7943,2.8611,3.8191,1.1207,2.8215,2.7235,1.0645,1.1810,1.6684,1.7333,1.2851,1.9053,3.4841,2.6606,0.4946,-3.0000,1.0607,2.0590,1.5230,-0.4643,0.1014,2.1834,2.0760,0.6599,2.4425,-0.6341,-2.0000,-0.2159,0.6391,0.7789,1.7191,0.3032,0.9332,0.5839,2.1265,2.0503,0.6959,1.1028,0.8457,0.1609,0.8780,1361.0276,3.1339,0
4461,22.0000,223.0000,94.0000,28.7800,19.7800,232.1600,8.6400,4.0000,25.2083,1115.31,8.5000,3,4.5000,18.8366,25.2083,1443.4654,1137.9604,253.7625,11762.8028,4.5430,2589.2327,57.0977,305.5050,-22.7336,1.2942,0.0000,223.5200,9.0000,2.4979,3.7216,87.8016,3.5814,83.8924,14.2070,90.2624,195.9200,1.2685,4.7249,5.6883,30.7279,14.0000,12.0000,1.0000,6.0000,6.0000,8.0000,46.9757,0.0833,0.5000,0.6667,50.0000,6.0000,6.0000,W,0.9011,2.9487,2.9487,0.9367,1.3426,4.0705,3.4132,2.3483,1.2750,3.1594,3.0561,1.4015,0.9542,1.7797,1.8437,1.4591,1.9629,3.4792,3.0474,0.3976,-3.0000,1.0212,2.3493,1.6991,-0.2924,0.1067,2.4044,2.3658,0.9365,1.9732,-1.0300,-2.0000,-0.0238,0.7557,0.7789,1.6720,0.0043,0.6573,0.5707,2.4850,1.9555,0.6753,1.4877,0.9036,0.1120,0.4711,794.3649,2.9000,0
4462,29.0800,692.0000,89.0000,32.0000,15.6100,83.8200,1.7800,1.0000,24.1574,320.04,5.5000,2,4.5000,17.2164,24.1574,1339.4778,349.5693,3.6060,929.3377,2.5463,364.9767,51.4124,989.9086,-76.1071,4.1853,0.0000,82.0400,16.3900,3.1429,2.1236,78.7143,6.2111,30.3415,25.7108,113.7665,68.9500,3.8318,1.3531,371.4540,800.6012,3.0000,12.0000,8.0000,10.0000,2.0000,2.0000,1.6731,0.6667,0.8333,0.1667,83.3333,2.0000,5.0000,D,0.1099,46.2865,46.2865,0.3533,1.4637,2.9682,2.5623,2.8401,1.2359,3.1269,2.5435,1.3831,1.2146,1.7720,1.8170,1.5051,1.9176,3.4808,2.5052,0.4973,-3.0000,1.0212,1.9140,1.9209,-0.0740,0.5845,0.5582,1.9233,0.2504,1.9494,-0.1696,-2.0000,-0.4397,2.5699,0.3032,0.2261,0.9036,0.4059,0.3271,2.9956,2.0560,0.1345,2.9034,0.3032,0.6217,1.6655,263.3254,2.4205,0
4463,19.6700,6560.0000,232.0000,19.6100,13.6100,179.0700,7.8700,2.0000,17.0185,890.52,6.5000,3,4.5000,15.4921,17.0185,799.0837,664.9912,330.4084,13909.5096,13.1050,1061.3886,77.7419,134.0925,11.4431,0.8973,0.0000,171.2000,6.0000,2.4130,4.3949,90.7135,2.0935,69.6389,12.3016,93.8400,177.9374,1.2016,5.9592,2.4185,9.4806,17.0000,12.0000,1.0000,5.0000,7.0000,9.0000,84.2863,0.0833,0.4167,0.7500,41.6667,7.0000,4.0000,W,0.1641,2.1563,2.1563,0.9367,1.2940,4.1433,3.0259,3.8169,1.1901,2.9026,2.8228,1.2309,0.7782,1.7162,1.8035,1.2925,1.9764,3.4789,2.9496,0.3826,-3.0000,1.0212,2.2335,1.6199,-0.3699,0.0834,2.5191,2.2530,0.8960,2.3655,-1.0300,-2.0000,-0.0238,0.3853,0.8457,1.9258,0.0043,1.1174,0.6430,2.1274,1.9724,0.7759,0.9773,0.9547,-0.0471,0.3357,1424.0525,3.1535,0
4464,26.9300,5419.0000,313.0000,23.7800,10.6100,124.4600,1.7800,1.0000,17.1898,508.51,5.5000,2,4.5000,15.2073,17.1898,849.3105,560.9413,43.2018,4645.1003,5.8049,800.2080,63.7805,288.3692,-40.1270,1.6702,0.0000,122.6800,13.1700,2.9371,1.4302,80.8520,4.8656,48.5710,28.3053,114.6199,94.1372,1.5141,2.9452,19.6592,78.1824,8.0000,12.0000,3.0000,7.0000,5.0000,8.0000,10.8632,0.2500,0.5833,0.6667,58.3333,4.0000,4.0000,D,0.0640,10.0404,10.0404,0.7700,1.4304,3.6670,2.9032,3.7339,1.1821,2.9291,2.7489,1.2353,1.1196,1.7176,1.7825,1.3762,1.9287,3.4812,2.7063,0.4679,-3.0000,1.0212,2.0888,1.7660,-0.2267,0.1830,1.6356,2.0950,0.2504,2.4956,-0.5850,-2.0000,-0.1079,1.2938,0.6998,1.0364,0.4786,0.7638,0.1554,2.4600,2.0593,0.4706,1.8932,0.9036,0.2228,1.0022,1424.7831,3.1537,0
4465,27.0300,5753.0000,326.0000,23.8900,10.3900,139.4500,1.7800,1.0000,17.3796,575.82,5.5000,2,4.5000,15.1680,17.3796,857.6979,590.3191,169.6672,6549.1531,7.5194,870.9720,63.3244,267.3787,-32.8647,1.4895,0.0000,137.6700,13.5000,2.9061,1.2764,80.4035,4.7988,53.5922,27.6116,111.6858,117.8428,1.4529,3.2078,5.0552,26.5943,12.0000,12.0000,2.0000,5.0000,7.0000,9.0000,32.2511,0.1667,0.4167,0.7500,41.6667,5.0000,4.0000,W,0.0592,6.1918,6.1918,0.8533,1.4320,3.8162,2.9400,3.7599,1.1809,2.9333,2.7711,1.2400,1.1303,1.7192,1.7810,1.3782,1.9264,3.4811,2.7603,0.4633,-3.0000,1.0212,2.1388,1.6199,-0.3699,0.1652,2.2296,2.1444,0.2504,2.5132,-0.7528,-2.0000,-0.0638,0.7046,0.8457,1.5087,0.3032,0.8762,0.1060,2.4271,2.0480,0.5076,1.4250,0.9547,0.1730,0.7925,1412.4043,3.1500,0
4466,17.8000,5238.0000,176.0000,24.0000,17.2200,158.7500,0.7600,4.0000,20.6759,740.16,8.5000,3,4.5000,17.5789,20.6759,983.7897,679.2833,71.6979,7916.6442,7.2001,1099.5235,67.6623,304.5064,-24.7648,1.3292,0.0000,157.9900,6.7800,2.5738,0.4787,90.1739,2.2897,60.3984,11.0744,97.9227,143.0300,1.4483,3.2308,13.7213,36.3303,12.0000,12.0000,4.0000,8.0000,4.0000,7.0000,27.0791,0.3333,0.6667,0.5833,66.6667,4.0000,5.0000,D,0.9949,12.9931,12.9931,0.6867,1.2507,3.8985,3.0412,3.7192,1.2450,2.9929,2.8321,1.3155,0.8312,1.7457,1.8275,1.3802,1.9739,3.4787,2.8693,0.4106,-3.0000,1.0212,2.1986,1.8240,-0.1696,0.1638,1.8556,2.2007,-0.1192,2.2455,-0.4643,-2.0000,-0.1570,1.1377,0.6031,1.4328,0.6031,0.8573,-0.3199,2.4836,1.9909,0.5106,1.5604,0.8457,0.1236,1.1140,1807.8240,3.2572,0
4467,19.1500,4408.0000,70.0000,20.8900,15.5000,429.7700,40.6400,4.0000,18.4630,2078.23,8.5000,3,4.5000,16.5062,18.4630,855.8661,855.8661,1261.3138,39226.4729,24.3100,1613.5919,75.7492,0.0000,142.8216,0.4118,0.0000,389.1300,5.3900,2.4816,9.4562,91.8197,1.7968,144.3822,9.7321,83.3684,177.9374,1.0000,855.8661,0.6786,5.5568,24.0000,12.0000,0.0000,0.0000,12.0000,12.0000,154.0218,0.0010,0.0000,1.0000,0.0000,8.0000,4.0000,W,0.5033,0.0198,0.0198,1.0190,1.2824,4.5936,3.2078,3.6442,1.2176,2.9324,2.9324,1.2663,0.7316,1.7281,1.8162,1.3199,1.9815,3.4785,3.3177,0.3947,-3.0000,1.0212,2.5901,-2.0000,-2.0000,0.0043,3.1008,2.6332,1.6090,1.8452,-1.9586,-2.0000,0.0124,-0.1621,1.0795,2.1876,-2.0000,1.3858,0.9757,-2.0000,1.9210,2.9324,0.7456,1.0795,-0.3853,-1.5262,821.1102,2.9144,0
4468,20.1700,5248.0000,104.0000,19.2800,11.2200,401.8300,49.0200,4.0000,15.5694,2238.76,8.5000,3,4.5000,14.6228,15.5694,754.0587,754.0587,1377.3896,37076.4315,28.3534,1307.6532,74.7448,0.0000,196.8941,0.3368,0.0000,352.8100,8.0600,2.1539,12.1992,87.4611,2.8411,154.2409,18.2480,82.6750,161.0126,1.0000,754.0587,0.5475,5.4144,30.0000,12.0000,0.0000,0.0000,12.0000,12.0000,139.2682,0.0010,0.0000,1.0000,0.0000,8.0000,4.0000,W,0.3213,0.0130,0.0130,1.0190,1.3049,4.5691,3.1165,3.7200,1.1650,2.8774,2.8774,1.1923,0.9063,1.7039,1.7869,1.2851,1.9612,3.4798,3.3500,0.3332,-3.0000,1.0212,2.5475,-2.0000,-2.0000,0.0043,3.1391,2.6040,1.6904,2.0171,-1.9586,-2.0000,0.0124,-0.2538,1.0795,2.1439,-2.0000,1.4526,1.0863,-2.0000,1.9174,2.8774,0.7344,1.0795,-0.4726,-1.6387,1010.5551,3.0046,0
4469,19.1500,7219.0000,199.0000,19.3900,13.2200,196.8500,2.7900,2.0000,16.5972,837.95,6.5000,3,4.5000,15.3019,16.5972,782.4799,584.9446,303.3776,11317.3956,13.1928,857.8483,77.8385,197.5352,7.0885,0.9338,0.0000,194.0600,6.1700,2.8190,1.4173,90.4178,2.0775,73.5704,12.5172,105.3582,143.0300,1.3377,3.9612,2.5792,12.6585,14.0000,12.0000,3.0000,6.0000,6.0000,8.0000,61.8144,0.2500,0.5000,0.6667,50.0000,6.0000,4.0000,W,0.1942,7.6009,7.6009,0.7700,1.2824,4.0537,2.9334,3.8585,1.1847,2.8935,2.7671,1.2200,0.7903,1.7126,1.8009,1.2876,1.9751,3.4789,2.9232,0.4501,-3.0000,1.0212,2.2879,1.6991,-0.2924,0.1296,2.4820,2.2941,0.4456,2.2989,-0.5850,-2.0000,-0.1079,0.4132,0.7789,1.7912,0.4786,1.1203,0.1515,2.2957,2.0227,0.5989,1.1027,0.9036,-0.0297,0.8814,1373.5777,3.1379,0
4470,18.6700,1168.0000,124.0000,33.2200,24.1100,204.2200,1.2700,2.5000,28.4074,873.51,7.0000,3,4.5000,20.8571,28.4074,1804.8079,864.2769,115.8622,4858.2695,2.9624,1640.0000,48.5072,940.5310,-51.6012,2.0662,0.0000,202.9500,9.1100,2.8055,0.6219,88.3534,2.6307,89.9887,9.2605,123.6242,161.0126,2.0882,1.9189,15.5772,113.6913,8.0000,12.0000,7.0000,8.0000,4.0000,3.0000,15.8746,0.5833,0.6667,0.2500,66.6667,3.0000,6.0000,D,0.5495,32.1178,32.1178,0.4367,1.2714,3.6865,3.2148,3.0674,1.3193,3.2564,2.9367,1.4534,0.9595,1.8021,1.8699,1.5214,1.9655,3.4785,2.9413,0.4480,-3.0000,1.0212,2.3074,1.8240,-0.1696,0.3219,2.0640,2.3101,0.1038,2.0935,-0.2267,-2.0000,-0.3500,1.1928,0.6031,1.2010,0.8457,0.4716,-0.2063,2.9734,2.0921,0.2853,2.0558,0.4786,0.3152,1.5069,1266.2494,3.1025,0
4471,20.3800,6895.0000,247.0000,19.2200,12.3900,71.6300,3.5600,4.0000,15.9491,354.08,8.5000,3,4.5000,14.9738,15.9491,761.5414,531.9517,84.4964,2954.7238,4.0325,732.7366,76.9836,229.5897,-53.5053,2.1508,0.0000,68.0700,6.8300,2.4276,4.9700,89.3647,2.1837,25.5108,13.6916,86.4587,177.9374,1.4316,3.3170,9.0127,30.0055,5.0000,12.0000,2.0000,8.0000,4.0000,6.0000,25.3801,0.1667,0.6667,0.5000,66.6667,4.0000,4.0000,D,0.9791,6.4281,6.4281,0.8533,1.3094,3.4705,2.8649,3.8385,1.1753,2.8817,2.7259,1.2027,0.8344,1.7071,1.7951,1.2838,1.9702,3.4791,2.5491,0.3852,-3.0000,1.0212,1.8330,1.8240,-0.1696,0.1588,1.9269,1.8551,0.5514,2.3927,-0.7528,-2.0000,-0.0638,0.9553,0.6031,1.4047,0.3032,0.6056,0.6964,2.3610,1.9368,0.5220,1.4773,0.7789,0.3326,0.8088,2926.1760,3.4663,0
4472,19.3700,8856.0000,330.0000,16.1100,11.2200,235.9700,10.4100,2.0000,13.6620,1158.75,6.5000,3,4.5000,13.7931,13.6620,689.6379,581.2246,453.3112,20599.9543,24.2692,848.8111,82.9534,108.4133,68.0227,0.5952,0.0000,225.5600,4.8900,2.4437,4.4116,91.9980,1.6384,96.2463,11.9922,99.6728,143.0300,1.1865,6.3612,1.5213,10.8507,18.0000,12.0000,1.0000,4.0000,8.0000,10.0000,63.5571,0.0833,0.3333,0.8333,33.3333,7.0000,3.0000,W,0.1157,1.5175,1.5175,0.9367,1.2874,4.3139,2.9288,3.9472,1.1397,2.8386,2.7643,1.1355,0.6893,1.6872,1.7869,1.2071,1.9823,3.4789,3.0640,0.3880,-3.0000,1.0212,2.3533,1.5230,-0.4643,0.0779,2.6564,2.3729,1.0175,2.5185,-1.0300,-2.0000,-0.0238,0.1851,0.9036,1.8032,0.0043,1.3851,0.6446,2.0351,1.9986,0.8042,1.0359,1.0004,-0.2254,0.1840,1814.9793,3.2589,0
4473,18.3700,2411.0000,170.0000,30.7200,24.3900,259.0800,0.7600,3.0000,27.1343,1114.55,7.5000,3,4.5000,21.5659,27.1343,1680.7611,846.7780,360.5702,8742.7389,5.5151,1585.2488,52.1383,833.9832,-33.6877,1.5080,0.0000,258.3200,6.3300,2.7894,0.2933,91.6403,2.0167,109.9340,7.4322,118.3622,161.3254,1.9849,2.0153,4.6614,39.8065,13.0000,12.0000,7.0000,7.0000,5.0000,4.0000,42.2233,0.5833,0.5833,0.3333,58.3333,3.0000,6.0000,D,0.7448,30.2243,30.2243,0.4367,1.2643,3.9416,3.2001,3.3822,1.3338,3.2255,2.9278,1.4335,0.8014,1.7933,1.8715,1.4874,1.9806,3.4782,3.0471,0.4455,-3.0000,1.0212,2.4122,1.7660,-0.2267,0.2999,2.5570,2.4134,-0.1192,2.2305,-0.2267,-2.0000,-0.3500,0.6694,0.6998,1.6257,0.8457,0.7416,-0.5326,2.9212,2.0732,0.3065,1.6001,0.6031,0.1784,1.4805,964.0820,2.9841,0
4474,20.6700,5688.0000,298.0000,23.1100,14.6100,183.1300,5.3300,2.0000,19.2917,755.14,6.5000,3,4.5000,16.3569,19.2917,912.8876,704.4887,286.8100,8412.4615,7.2020,1168.0755,68.9041,208.3989,-17.2798,1.2089,0.0000,177.8000,8.5000,2.9101,2.9105,87.5202,2.8525,71.5834,14.7864,113.7535,195.9200,1.2958,4.3805,3.1829,13.2785,11.0000,12.0000,2.0000,5.0000,7.0000,9.0000,68.7494,0.1667,0.4167,0.7500,41.6667,6.0000,4.0000,W,0.2409,6.2963,6.2963,0.8533,1.3156,3.9249,3.0675,3.7550,1.2137,2.9604,2.8479,1.2854,0.9294,1.7347,1.8103,1.3638,1.9615,3.4793,2.8780,0.4639,-3.0000,1.0212,2.2499,1.6199,-0.3699,0.1159,2.4576,2.2628,0.7267,2.4742,-0.7528,-2.0000,-0.0638,0.5042,0.8457,1.8373,0.3032,0.8575,0.4640,2.3189,2.0560,0.6425,1.1235,0.9547,0.0824,0.7998,2000.8018,3.3012,0
4475,20.4800,5724.0000,199.0000,22.0000,14.1100,61.9800,4.0600,4.0000,18.5648,287.27,8.5000,3,4.5000,16.0419,18.5648,876.1954,367.3342,19.0065,1628.6055,4.1097,396.2798,71.4279,508.8612,-67.2135,3.0500,0.0000,57.9200,7.8900,2.5890,6.5505,88.2239,2.8838,20.3076,15.5338,84.8289,161.0126,2.3853,1.7219,46.0998,184.3182,5.0000,12.0000,5.0000,10.0000,2.0000,2.0000,4.7537,0.4167,0.8333,0.1667,83.3333,2.0000,4.0000,D,1.3382,21.8389,21.8389,0.6033,1.3115,3.2118,2.5980,3.7577,1.2053,2.9426,2.5651,1.2687,0.8971,1.7289,1.8069,1.3424,1.9648,3.4794,2.4583,0.4131,-3.0000,1.0212,1.7628,1.9209,-0.0740,0.3794,1.2791,1.7923,0.6085,2.2989,-0.3699,-2.0000,-0.2123,1.6638,0.3032,0.6779,0.6998,0.6138,0.8163,2.7066,1.9285,0.2385,2.2656,0.3032,0.4843,1.3394,1452.2099,3.1620,0
4476,17.3300,5576.0000,170.0000,17.7800,13.3900,210.8200,5.8400,4.0000,15.5694,1003.30,8.5000,3,4.5000,15.0224,15.5694,741.3134,605.3343,483.5310,16254.4311,17.9003,908.0551,83.2814,135.9791,35.3409,0.7389,0.0000,204.9800,4.3900,2.5215,2.7701,93.0073,1.3746,75.7618,8.8289,90.6151,143.0300,1.2246,5.4517,1.5331,9.9906,17.0000,12.0000,2.0000,4.0000,8.0000,9.0000,74.2008,0.1667,0.3333,0.7500,33.3333,7.0000,4.0000,W,0.6105,3.9922,3.9922,0.8533,1.2390,4.2110,2.9581,3.7463,1.1767,2.8700,2.7820,1.1923,0.6425,1.7039,1.8020,1.2499,1.9868,3.4784,3.0014,0.4017,-3.0000,1.0212,2.3117,1.5230,-0.4643,0.0915,2.6844,2.3239,0.7664,2.2305,-0.7528,-2.0000,-0.0638,0.1884,0.9036,1.8705,0.3032,1.2529,0.4425,2.1335,1.9572,0.7373,1.0000,0.9547,-0.1314,0.6023,880.6669,2.9448,0
4477,19.5300,4589.0000,54.0000,20.2200,14.5000,298.2000,47.7500,1.0000,17.6898,1588.77,5.5000,2,4.5000,15.9595,17.6898,824.8180,824.8180,703.1909,38532.8406,25.3908,1517.5903,76.9503,0.0000,92.6207,0.5192,0.0000,250.4500,5.7200,2.2523,16.0127,91.2297,1.9705,95.0999,11.1393,71.8290,195.9200,1.0000,824.8180,1.1730,4.7590,28.0000,12.0000,0.0000,0.0000,12.0000,12.0000,173.3186,0.0010,0.0000,1.0000,0.0000,8.0000,4.0000,W,0.0300,0.0192,0.0192,1.0190,1.2909,4.5858,3.1812,3.6617,1.2030,2.9164,2.9164,1.2477,0.7574,1.7217,1.8096,1.3058,1.9788,3.4787,3.2011,0.3526,-3.0000,1.0212,2.3987,-2.0000,-2.0000,0.0043,2.8471,2.4745,1.6790,1.7325,-1.9586,-2.0000,0.0124,0.0730,1.0795,2.2389,-2.0000,1.4047,1.2045,-2.0000,1.8563,2.9164,0.6784,1.0795,-0.2847,-1.5348,898.4123,2.9535,0
4478,20.1500,5861.0000,276.0000,20.7200,13.5000,195.3300,10.4100,2.0000,17.4167,785.11,6.5000,3,4.5000,15.6350,17.4167,815.9071,666.8460,256.3615,10778.7870,10.1085,1066.3075,74.3341,149.0611,-3.7741,1.0392,0.0000,184.9200,7.2200,2.9855,5.3294,89.0140,2.2030,67.1847,12.6488,102.6879,195.9200,1.2235,5.4736,3.1826,10.0583,14.0000,12.0000,1.0000,5.0000,7.0000,9.0000,81.1177,0.0833,0.4167,0.7500,41.6667,7.0000,4.0000,W,0.2210,2.8941,2.8941,0.9367,1.3045,4.0326,3.0279,3.7680,1.1941,2.9116,2.8240,1.2410,0.8585,1.7195,1.8028,1.3164,1.9685,3.4789,2.8949,0.4750,-3.0000,1.0212,2.2670,1.6199,-0.3699,0.0912,2.4089,2.2908,1.0175,2.4409,-1.0300,-2.0000,-0.0238,0.5042,0.8457,1.9092,0.0043,1.0047,0.7267,2.1734,2.0115,0.7391,1.0030,0.9547,0.0167,0.4630,1685.7023,3.2268,0
4479,18.6800,4264.0000,239.0000,25.5000,19.2800,204.2200,3.0500,4.0000,22.0833,853.95,8.5000,3,4.5000,18.7188,22.0833,1082.1422,616.6765,293.0152,8486.8600,9.0626,936.4729,63.9718,465.4658,-21.0873,1.2672,0.0000,201.1700,6.2200,2.8698,1.4935,91.1773,1.8968,83.2859,8.5894,117.0366,143.0300,1.7548,2.3249,3.6931,27.9269,13.0000,12.0000,6.0000,7.0000,5.0000,5.0000,38.7491,0.5000,0.5833,0.4167,58.3333,3.0000,6.0000,D,1.1712,22.9401,22.9401,0.5200,1.2716,3.9287,2.9715,3.6298,1.2723,3.0343,2.7901,1.3441,0.7938,1.7565,1.8406,1.4065,1.9785,3.4784,2.9314,0.4578,-3.0000,1.0212,2.3036,1.7660,-0.2267,0.2467,2.4669,2.3101,0.4843,2.3784,-0.2924,-2.0000,-0.2757,0.5686,0.6998,1.5884,0.7789,0.9573,0.1742,2.6679,2.0683,0.3683,1.4462,0.6998,0.1029,1.3608,1090.9368,3.0378,0
4480,31.7300,3729.0000,601.0000,27.0000,5.3900,32.5100,5.5900,1.0000,16.6759,186.94,5.5000,2,5.5000,14.5929,16.6759,904.3304,221.6758,62.4028,712.2641,4.1567,171.3533,52.9971,682.6546,-79.3279,4.8374,0.0000,26.9200,21.6100,2.0868,17.1947,69.9861,7.9877,9.3082,47.8998,59.7498,68.9500,4.0795,1.3247,14.4918,120.8536,4.0000,10.0000,6.0000,8.0000,2.0000,2.0000,7.4829,0.6000,0.8000,0.2000,80.0000,2.0000,4.0000,D,0.0663,26.0017,26.0017,0.3500,1.5016,2.8526,2.2339,3.5716,1.1641,2.9563,2.3457,1.2221,1.3347,1.7133,1.7434,1.4314,1.8692,3.4840,2.2717,0.3195,-3.0000,1.0607,1.4301,1.9031,-0.0915,0.6117,1.7953,1.5120,0.7474,2.7789,-0.2147,-2.0000,-0.4437,1.1614,0.3032,0.8746,0.7789,0.6187,1.2354,2.8342,1.7763,0.1254,2.0823,0.3032,0.6846,1.4152,170.0471,2.2306,0
4481,28.4200,6694.0000,285.0000,20.0000,4.7200,128.5200,1.0200,0.1000,13.1343,413.51,4.6000,2,4.6000,13.4367,13.1343,710.4140,525.7790,149.4585,3986.3439,5.5468,718.6764,61.5996,184.6349,-41.7928,1.7180,0.0000,127.5000,15.2800,3.7296,0.7937,76.4923,5.8848,45.4994,44.8051,132.0379,143.0300,1.3512,3.8477,4.7533,24.2231,6.0000,9.0000,1.0000,6.0000,3.0000,6.0000,29.3279,0.1111,0.6667,0.6667,66.6667,6.0000,3.0000,W,0.0007,4.9057,4.9057,0.6817,1.4538,3.6006,2.8565,3.8257,1.1283,2.8515,2.7208,1.1184,1.1841,1.6825,1.7381,1.3010,1.9058,3.4836,2.6165,0.5717,-3.0000,1.0253,2.1055,1.8240,-0.1696,0.1339,2.1745,2.1090,0.0086,2.4549,-0.9168,-2.0000,-0.1601,0.6779,0.4786,1.4674,0.0043,0.7440,-0.1004,2.2663,2.1207,0.5863,1.3844,0.7789,0.2350,0.6916,2081.2222,3.3183,0
4482,21.3700,6166.0000,332.0000,24.6100,14.2800,149.1000,2.2900,1.0000,20.0463,634.49,5.5000,2,4.5000,16.3758,20.0463,972.8835,708.7511,111.9035,6678.2900,5.6604,1179.8305,65.0802,264.1324,-34.7823,1.5333,0.0000,146.8100,10.3300,2.8199,1.5359,85.1602,3.6152,55.0417,18.0341,104.0991,177.9374,1.3727,3.6833,8.6939,22.9189,11.0000,12.0000,2.0000,6.0000,6.0000,8.0000,42.4489,0.1667,0.5000,0.6667,50.0000,6.0000,4.0000,W,0.0639,6.6713,6.6713,0.8533,1.3300,3.8247,3.0718,3.7900,1.2142,2.9881,2.8505,1.3020,1.0141,1.7407,1.8081,1.3911,1.9502,3.4797,2.8024,0.4502,-3.0000,1.0212,2.1668,1.6991,-0.2924,0.1407,2.0489,2.1735,0.3598,2.5212,-0.7528,-2.0000,-0.0638,0.9397,0.7789,1.6280,0.3032,0.7528,0.1864,2.4218,2.0174,0.5674,1.3604,0.9036,0.1856,0.8249,2799.6913,3.4471,0
4483,27.0300,1115.0000,280.0000,29.7200,12.1100,137.9200,9.9100,1.0000,22.1898,434.85,5.5000,2,4.5000,16.1605,22.1898,1222.7287,459.8569,9.8569,2602.9582,4.5239,575.3786,53.9960,762.8718,-64.4363,2.8119,0.0000,128.0100,17.6100,3.8060,7.1853,76.4320,6.6323,35.3515,29.8891,97.5554,68.9500,2.6589,1.6028,124.0476,361.2336,8.0000,12.0000,5.0000,10.0000,2.0000,3.0000,3.3849,0.4167,0.8333,0.2500,83.3333,2.0000,4.0000,D,0.0969,26.4814,26.4814,0.6033,1.4320,3.4155,2.7600,3.0473,1.2085,3.0873,2.6626,1.3462,1.2458,1.7573,1.7932,1.4730,1.9054,3.4814,2.6383,0.5805,-3.0000,1.0212,2.1072,1.9209,-0.0740,0.4263,0.9942,2.1396,0.9961,2.4472,-0.3699,-2.0000,-0.2123,2.0936,0.3032,0.5308,0.6998,0.6555,0.8564,2.8825,1.9893,0.2076,2.5578,0.4786,0.4490,1.4231,433.9809,2.6375,0
4484,21.1200,5934.0000,325.0000,22.8900,14.3900,165.3500,2.2900,2.0000,18.8056,660.40,6.5000,3,4.5000,16.2492,18.8056,885.9530,666.6414,254.7352,7367.4536,6.9128,1065.7643,69.3147,219.3117,-25.4588,1.3415,0.0000,163.0600,8.5000,3.0045,1.3849,87.4797,2.7291,61.8439,14.5123,112.3753,195.9200,1.3290,4.0397,3.4779,13.6798,11.0000,12.0000,2.0000,5.0000,7.0000,9.0000,64.7634,0.1667,0.4167,0.7500,41.6667,6.0000,4.0000,W,0.2618,6.8600,6.8600,0.8533,1.3249,3.8673,3.0277,3.7733,1.2108,2.9474,2.8239,1.2743,0.9294,1.7308,1.8088,1.3596,1.9613,3.4792,2.8198,0.4778,-3.0000,1.0212,2.2123,1.6199,-0.3699,0.1268,2.4061,2.2184,0.3598,2.5119,-0.7528,-2.0000,-0.0638,0.5426,0.8457,1.8114,0.3032,0.8397,0.1414,2.3411,2.0507,0.6074,1.1364,0.9547,0.1276,0.8370,2171.9724,3.3369,0
4485,25.5000,3739.0000,386.0000,27.5000,13.6100,68.3300,2.5400,3.0000,21.2917,241.81,7.5000,3,4.5000,16.3959,21.2917,1115.7855,256.2507,0.0000,594.0635,2.7255,217.9637,58.6842,859.5347,-78.3285,4.6143,0.0000,65.7900,13.8900,3.3910,3.7173,80.8414,5.1161,19.7671,24.0287,98.0963,68.9500,4.3543,1.2981,1115.7855,1854.1418,2.0000,12.0000,9.0000,12.0000,0.0000,1.0000,0.6018,0.7500,1.0000,0.0833,100.0000,2.0000,4.0000,D,1.1002,58.6218,58.6218,0.2700,1.4067,2.7738,2.3384,3.5728,1.2147,3.0476,2.4087,1.3282,1.1427,1.7504,1.8035,1.4393,1.9286,3.4806,2.3835,0.5303,-3.0000,1.0212,1.8182,2.0000,0.0043,0.6399,-2.0000,1.8346,0.4048,2.5866,-0.1192,-2.0000,-0.5528,3.0476,-2.0000,-0.2134,0.9547,0.4354,0.5702,2.9343,1.9917,0.1167,3.2681,0.0043,0.6641,1.7681,193.7131,2.2872,0
